Word,Rank,Frequency
trend,1870,6
downtown,1871,6
cold,1872,6
governments,1873,6
existence,1874,6
mission,1875,6
underwater,1876,6
jerry,1877,6
baker,1878,6
philosophy,1879,6
ending,1880,6
hong,1881,6
casey,1882,6
sure,1883,6
mates,1884,6
consumer,1885,6
germany,1886,6
ticket,1887,6
plays,1888,6
chapman,1889,6
original,1890,6
wild,1891,6
design,1892,6
powell,1893,6
nomination,1894,6
purchase,1895,6
stengel,1896,6
carl,1897,6
sponsored,1898,6
dress,1899,6
quickly,1900,6
apply,1901,6
camp,1902,6
prove,1903,6
cooperation,1904,6
reduced,1905,6
mood,1906,6
douglas,1907,6
chosen,1908,6
santa,1909,6
hotels,1910,6
lay,1911,6
chip,1912,6
twice,1913,6
rapidly,1914,6
famous,1915,6
obtained,1916,6
mentioned,1917,6
convinced,1918,6
steel,1919,6
loans,1920,6
body,1921,6
stole,1922,6
solid,1923,6
paul,1924,6
yield,1925,6
trucks,1926,6
belief,1927,6
ride,1928,6
kelsey,1929,6
permit,1930,6
treasurer,1931,6
woman,1932,6
kids,1933,6
gown,1934,6
argument,1935,6
gold,1936,6
drew,1937,6
completely,1938,6
kicked,1939,6
english,1940,6
lower,1941,6
kern,1942,6
boost,1943,6
centers,1944,6
leave,1945,6
various,1946,6
freedom,1947,6
electric,1948,6
leavitt,1949,6
minister,1950,6
annapolis,1951,6
factor,1952,6
socialist,1953,6
fully,1954,6
toll,1955,5
valuable,1956,5
strip,1957,5
nevertheless,1958,5
dame,1959,5
fourteen,1960,5
moves,1961,5
projects,1962,5
owns,1963,5
spread,1964,5
hartsfield,1965,5
kid,1966,5
frankie,1967,5
monthly,1968,5
carries,1969,5
elementary,1970,5
temple,1971,5
eyes,1972,5
notre,1973,5
strings,1974,5
granted,1975,5
andrew,1976,5
greer,1977,5
indeed,1978,5
heavily,1979,5
terry,1980,5
pole,1981,5
lodge,1982,5
majority,1983,5
levels,1984,5
timing,1985,5
spahn,1986,5
directors,1987,5
volunteers,1988,5
operate,1989,5
wrong,1990,5
agriculture,1991,5
berger,1992,5
fighters,1993,5
injured,1994,5
equally,1995,5
dolce,1996,5
aside,1997,5
hartweger,1998,5
supreme,1999,5
highly,2000,5
gulf,2001,5
banks,2002,5
bail,2003,5
inside,2004,5
supper,2005,5
overcome,2006,5
expert,2007,5
handle,2008,5
teams,2009,5
liquor,2010,5
rooms,2011,5
losing,2012,5
practicing,2013,5
watched,2014,5
goes,2015,5
ideas,2016,5
swim,2017,5
expand,2018,5
baby,2019,5
servants,2020,5
spectators,2021,5
clubs,2022,5
friend,2023,5
criticized,2024,5
parkhouse,2025,5
utility,2026,5
daniel,2027,5
gradually,2028,5
gordon,2029,5
barely,2030,5
rite,2031,5
jenkins,2032,5
coordinator,2033,5
attempted,2034,5
louisiana,2035,5
appear,2036,5
bounced,2037,5
emphasis,2038,5
judges,2039,5
coahr,2040,5
tries,2041,5
shortage,2042,5
finance,2043,5
doubles,2044,5
ginning,2045,5
oppose,2046,5
pitchers,2047,5
dwight,2048,5
extended,2049,5
holds,2050,5
fleet,2051,5
segregation,2052,5
blast,2053,5
unlike,2054,5
lack,2055,5
trading,2056,5
maryland,2057,5
wisdom,2058,5
firmly,2059,5
flowers,2060,5
considerably,2061,5
appeal,2062,5
hundreds,2063,5
manufacturer,2064,5
hollywood,2065,5
cabinet,2066,5
enabling,2067,5
delta,2068,5
split,2069,5
essential,2070,5
india,2071,5
quarterback,2072,5
eliminate,2073,5
send,2074,5
grounds,2075,5
mile,2076,5
contributed,2077,5
brooklyn,2078,5
theme,2079,5
explains,2080,5
parker,2081,5
burns,2082,5
ben,2083,5
artists,2084,5
controversy,2085,5
presbyterian,2086,5
berry,2087,5
pelham,2088,5
aspects,2089,5
accepted,2090,5
mound,2091,5
tie,2092,5
brooks,2093,5
dedication,2094,5
grace,2095,5
sharply,2096,5
laid,2097,5
demands,2098,5
released,2099,5
diocesan,2100,5
ceremony,2101,5
eagles,2102,5
ambassador,2103,5
taxpayers,2104,5
seats,2105,5
defeated,2106,5
finally,2107,5
simple,2108,5
manufacturing,2109,5
impression,2110,5
taste,2111,5
rome,2112,5
treatment,2113,5
upi,2114,5
gala,2115,5
century,2116,5
individuals,2117,5
plain,2118,5
creation,2119,5
scottish,2120,5
qualified,2121,5
beardens,2122,5
killed,2123,5
constant,2124,5
allowing,2125,5
trio,2126,5
judgment,2127,5
brevard,2128,5
corner,2129,5
phone,2130,5
circumstances,2131,5
ballroom,2132,5
percent,2133,5
fred,2134,5
gop,2135,5
bitter,2136,5
fairway,2137,5
panels,2138,5
convertible,2139,5
lloyd,2140,5
carey,2141,5
bronx,2142,5
regime,2143,5
signatures,2144,5
declined,2145,5
finding,2146,5
causes,2147,5
remarked,2148,5
eastwick,2149,5
remains,2150,5
stressed,2151,5
poll,2152,5
arrived,2153,5
neutral,2154,5
role,2155,5
souvanna,2156,5
librarians,2157,5
submarines,2158,5
flow,2159,5
beauty,2160,5
aged,2161,5
posts,2162,5
kitchen,2163,5
gene,2164,5
predicted,2165,5
bundle,2166,5
owned,2167,5
responsible,2168,5
dimaggio,2169,5
usual,2170,5
prospect,2171,5
offers,2172,5
goods,2173,5
brandt,2174,5
model,2175,5
sheriff,2176,5
notice,2177,5
flat,2178,5
courses,2179,5
otherwise,2180,5
meetings,2181,5
colony,2182,5
victim,2183,5
plate,2184,5
enter,2185,5
palm,2186,5
anticipated,2187,5
pennant,2188,5
grady,2189,5
shall,2190,5
require,2191,5
diplomatic,2192,5
atmosphere,2193,5
else,2194,5
tee,2195,5
mature,2196,5
taxed,2197,5
operates,2198,5
florida,2199,5
stevenson,2200,5
heart,2201,5
plants,2202,5
notte,2203,5
understanding,2204,5
leaving,2205,5
credit,2206,5
sons,2207,5
jackson,2208,5
hemus,2209,5
birth,2210,5
conservation,2211,5
existing,2212,5
outlook,2213,5
persuade,2214,5
enjoyed,2215,5
teach,2216,5
christ,2217,5
monroe,2218,5
cuts,2219,5
larry,2220,5
stated,2221,5
mason,2222,5
understand,2223,5
educational,2224,5
reama,2225,5
middle,2226,5
uncle,2227,5
beaverton,2228,5
excellence,2229,5
paintings,2230,5
everything,2231,5
import,2232,5
scientist,2233,5
main,2234,5
destroy,2235,5
pension,2236,5
rushing,2237,5
thrift,2238,5
districts,2239,5
queen,2240,5
textiles,2241,5
eye,2242,5
cerv,2243,5
check,2244,5
larson,2245,5
ordinance,2246,5
apart,2247,5
gay,2248,5
decade,2249,5
places,2250,5
costumes,2251,5
based,2252,5
policemen,2253,5
conviction,2254,5
fired,2255,5
procedures,2256,5
teamsters,2257,5
becomes,2258,5
trustees,2259,5
entering,2260,5
combination,2261,5
arrive,2262,5
quoted,2263,5
unity,2264,5
permitted,2265,5
cuban,2266,5
ford,2267,5
holes,2268,5
automatic,2269,5
parochial,2270,5
promotion,2271,5
fresh,2272,5
oslo,2273,5
amendment,2274,5
fiscal,2275,5
touchdown,2276,5
filled,2277,5
mad,2278,5
membership,2279,5
dining,2280,5
mostly,2281,5
agreements,2282,5
staged,2283,5
serving,2284,5
compromise,2285,5
natural,2286,5
ship,2287,5
stephen,2288,5
enjoy,2289,5
tea,2290,5
vita,2291,5
type,2292,5
picked,2293,5
border,2294,5
indictment,2295,5
tshombe,2296,5
sandman,2297,5
werner,2298,5
dozen,2299,5
formal,2300,5
dodgers,2301,5
containing,2302,5
denied,2303,5
brothers,2304,5
southpaw,2305,5
dealer,2306,5
beautiful,2307,5
allow,2308,5
katanga,2309,5
shaw,2310,5
agree,2311,5
coe,2312,5
replied,2313,5
fbi,2314,5
doors,2315,5
england,2316,5
birdie,2317,5
bible,2318,5
meredith,2319,5
pounds,2320,5
talked,2321,5
growing,2322,5
plains,2323,5
younger,2324,5
pace,2325,5
eleanor,2326,5
rescue,2327,5
chase,2328,5
precinct,2329,5
rich,2330,5
bernard,2331,5
kasavubu,2332,5
ne,2333,5
neighbor,2334,5
visiting,2335,5
daughters,2336,5
encouragement,2337,5
occurred,2338,5
seated,2339,5
conservative,2340,5
bad,2341,5
chester,2342,5
reserve,2343,5
moral,2344,5
conferences,2345,5
pink,2346,5
confident,2347,5
star,2348,5
factors,2349,5
safety,2350,5
ring,2351,5
capacity,2352,5
legal,2353,5
success,2354,5
insurance,2355,5
tech,2356,5
writers,2357,5
constitution,2358,5
machine,2359,5
showed,2360,5
tickets,2361,5
agent,2362,5
buying,2363,5
written,2364,5
barbara,2365,5
voluntary,2366,5
invitation,2367,5
smu,2368,5
quiet,2369,5
asking,2370,5
wear,2371,5
scored,2372,5
puppets,2373,5
showing,2374,5
arundel,2375,5
bellows,2376,5
employed,2377,5
resigned,2378,5
corn,2379,5
championship,2380,5
threatening,2381,5
detailed,2382,5
changed,2383,5
twenty,2384,5
oak,2385,5
offering,2386,5
hundred,2387,5
marketing,2388,4
delay,2389,4
load,2390,4
foundation,2391,4
tract,2392,4
bandstand,2393,4
warning,2394,4
factory,2395,4
risk,2396,4
compensation,2397,4
jurors,2398,4
description,2399,4
nearing,2400,4
chairs,2401,4
jossy,2402,4
precincts,2403,4
antonio,2404,4
increases,2405,4
spraying,2406,4
universities,2407,4
milton,2408,4
dancers,2409,4
resignation,2410,4
shortstop,2411,4
mexico,2412,4
grow,2413,4
doctor,2414,4
comfort,2415,4
estimates,2416,4
debut,2417,4
tribes,2418,4
feature,2419,4
crisis,2420,4
independent,2421,4
needy,2422,4
worry,2423,4
flash,2424,4
chores,2425,4
begun,2426,4
offices,2427,4
phil,2428,4
applied,2429,4
bloc,2430,4
woods,2431,4
respect,2432,4
cotten,2433,4
rights,2434,4
participating,2435,4
realize,2436,4
pitcher,2437,4
baldrige,2438,4
spoke,2439,4
olivetti,2440,4
handled,2441,4
moore,2442,4
forth,2443,4
witness,2444,4
princess,2445,4
ranged,2446,4
reduction,2447,4
jet,2448,4
kimpton,2449,4
lamp,2450,4
pfaff,2451,4
birdied,2452,4
remember,2453,4
purchased,2454,4
burke,2455,4
arthur,2456,4
bound,2457,4
offense,2458,4
replace,2459,4
includes,2460,4
adult,2461,4
kings,2462,4
opera,2463,4
mcauliffe,2464,4
aiding,2465,4
cardinals,2466,4
jumped,2467,4
technicians,2468,4
collins,2469,4
maker,2470,4
rosburg,2471,4
airlines,2472,4
kimmell,2473,4
jackie,2474,4
engagement,2475,4
significance,2476,4
returning,2477,4
murder,2478,4
shots,2479,4
clubhouse,2480,4
bobby,2481,4
improved,2482,4
meaning,2483,4
train,2484,4
goodis,2485,4
widow,2486,4
process,2487,4
afford,2488,4
cubans,2489,4
shared,2490,4
streak,2491,4
occasion,2492,4
motor,2493,4
absorbed,2494,4
geraghty,2495,4
box,2496,4
represented,2497,4
lauderdale,2498,4
anonymous,2499,4
alternative,2500,4
looked,2501,4
continuing,2502,4
merger,2503,4
loose,2504,4
fabian,2505,4
pilots,2506,4
wait,2507,4
plea,2508,4
matched,2509,4
spotted,2510,4
hartman,2511,4
lively,2512,4
drums,2513,4
quarter,2514,4
keeping,2515,4
pattern,2516,4
authorized,2517,4
lifetime,2518,4
scholar,2519,4
charlayne,2520,4
uncertain,2521,4
reforms,2522,4
impressive,2523,4
arrangements,2524,4
register,2525,4
tribute,2526,4
nobody,2527,4
freight,2528,4
denton,2529,4
peterson,2530,4
tenure,2531,4
african,2532,4
interstate,2533,4
triple,2534,4
blues,2535,4
expressed,2536,4
bankruptcy,2537,4
suits,2538,4
results,2539,4
depends,2540,4
engineering,2541,4
studio,2542,4
serves,2543,4
appreciate,2544,4
phyfe,2545,4
crusade,2546,4
king,2547,4
hull,2548,4
sewer,2549,4
abroad,2550,4
permits,2551,4
client,2552,4
ribbon,2553,4
regular,2554,4
secret,2555,4
wing,2556,4
divided,2557,4
sort,2558,4
predict,2559,4
huntley,2560,4
improving,2561,4
youngsters,2562,4
jensen,2563,4
huge,2564,4
seriously,2565,4
polls,2566,4
loaded,2567,4
northwest,2568,4
pleaded,2569,4
newsmen,2570,4
exception,2571,4
threshold,2572,4
behalf,2573,4
visited,2574,4
hank,2575,4
duncan,2576,4
particular,2577,4
raw,2578,4
bids,2579,4
tractor,2580,4
kremlin,2581,4
uniform,2582,4
naval,2583,4
lynn,2584,4
structure,2585,4
roy,2586,4
republic,2587,4
winner,2588,4
shopping,2589,4
democrat,2590,4
shows,2591,4
squad,2592,4
somebody,2593,4
puppet,2594,4
lacking,2595,4
crop,2596,4
murphy,2597,4
debutante,2598,4
discussion,2599,4
obligations,2600,4
items,2601,4
luck,2602,4
tough,2603,4
plot,2604,4
fiat,2605,4
locally,2606,4
vehicle,2607,4
stone,2608,4
moment,2609,4
nordmann,2610,4
temporary,2611,4
underlying,2612,4
hunter,2613,4
requirement,2614,4
missed,2615,4
golfers,2616,4
pushed,2617,4
improvements,2618,4
mutual,2619,4
politicians,2620,4
recommend,2621,4
typical,2622,4
moreover,2623,4
glove,2624,4
sokol,2625,4
penalty,2626,4
bodies,2627,4
belt,2628,4
beating,2629,4
requirements,2630,4
invasion,2631,4
remainder,2632,4
juror,2633,4
sacrifice,2634,4
marriages,2635,4
awards,2636,4
desire,2637,4
selection,2638,4
patrice,2639,4
retiring,2640,4
generous,2641,4
developments,2642,4
losses,2643,4
goals,2644,4
principle,2645,4
glimco,2646,4
anniversary,2647,4
reporters,2648,4
clay,2649,4
b,2650,4
pick,2651,4
jimmy,2652,4
triumph,2653,4
confusion,2654,4
satin,2655,4
settled,2656,4
throneberry,2657,4
motions,2658,4
cents,2659,4
dynamic,2660,4
improve,2661,4
surprised,2662,4
slender,2663,4
preserve,2664,4
length,2665,4
vandiver,2666,4
atlantic,2667,4
circuit,2668,4
drawn,2669,4
festivities,2670,4
coaches,2671,4
previously,2672,4
grove,2673,4
motels,2674,4
tall,2675,4
methodist,2676,4
academy,2677,4
saving,2678,4
tests,2679,4
c,2680,4
dodge,2681,4
guidance,2682,4
practical,2683,4
threw,2684,4
believed,2685,4
gross,2686,4
definite,2687,4
ted,2688,4
impossible,2689,4
widespread,2690,4
administrative,2691,4
pathet,2692,4
bomber,2693,4
sound,2694,4
chic,2695,4
parks,2696,4
cox,2697,4
congressman,2698,4
specific,2699,4
stram,2700,4
passage,2701,4
schaefer,2702,4
entertaining,2703,4
regard,2704,4
applications,2705,4
aspect,2706,4
youths,2707,4
significant,2708,4
profession,2709,4
informal,2710,4
skipjack,2711,4
walking,2712,4
fifteen,2713,4
operated,2714,4
devoted,2715,4
ritchie,2716,4
depending,2717,4
cutting,2718,4
librarian,2719,4
self,2720,4
contracts,2721,4
advised,2722,4
spectacular,2723,4
missionary,2724,4
developing,2725,4
brick,2726,4
awarded,2727,4
gregorio,2728,4
stores,2729,4
marin,2730,4
fear,2731,4
covers,2732,4
eligible,2733,4
target,2734,4
sponsor,2735,4
tape,2736,4
robbery,2737,4
thinking,2738,4
standards,2739,4
controller,2740,4
danny,2741,4
initial,2742,4
tarzan,2743,4
grover,2744,4
thereby,2745,4
associate,2746,4
nearby,2747,4
chapel,2748,4
launched,2749,4
leo,2750,4
appealed,2751,4
longer,2752,4
westfield,2753,4
compete,2754,4
vernon,2755,4
carrying,2756,4
reportedly,2757,4
slim,2758,4
termed,2759,4
gary,2760,4
collections,2761,4
approximately,2762,4
mine,2763,4
inadequate,2764,4
edge,2765,4
pulling,2766,4
murray,2767,4
victories,2768,4
percentage,2769,4
faith,2770,4
killingsworth,2771,4
purchasing,2772,4
interviews,2773,4
missiles,2774,4
employers,2775,4
sheets,2776,4
easy,2777,4
pools,2778,4
ed,2779,4
striking,2780,4
stronger,2781,4
weakness,2782,4
competitive,2783,4
pilot,2784,4
tower,2785,4
illustrated,2786,4
explain,2787,4
accomplished,2788,4
leg,2789,4
diversified,2790,4
data,2791,4
guilty,2792,4
clint,2793,4
commissioners,2794,4
roll,2795,4
lumpe,2796,4
clerk,2797,4
truman,2798,4
automobile,2799,4
crosby,2800,4
tuttle,2801,4
stars,2802,4
nelson,2803,4
communities,2804,4
attacked,2805,4
sub,2806,4
count,2807,4
urban,2808,4
thru,2809,4
elsewhere,2810,4
greatly,2811,4
movies,2812,4
philmont,2813,4
selected,2814,4
scholarships,2815,4
equal,2816,4
byron,2817,4
councilman,2818,4
breaking,2819,4
m,2820,4
rush,2821,4
viewed,2822,4
presently,2823,4
rickards,2824,4
precedent,2825,4
mineral,2826,4
features,2827,4
bearden,2828,4
indians,2829,4
heritage,2830,4
explosive,2831,4
page,2832,4
eliminating,2833,4
unable,2834,4
fabrics,2835,4
reynolds,2836,4
separate,2837,4
contribution,2838,4
flies,2839,4
babe,2840,4
conversation,2841,4
tires,2842,4
chamber,2843,4
lists,2844,4
receiving,2845,4
breakdown,2846,4
intention,2847,4
milwaukee,2848,4
alliance,2849,4
mccormick,2850,4
remarkable,2851,4
stevens,2852,4
costly,2853,4
hyde,2854,4
slightly,2855,4
entertained,2856,4
longhorns,2857,4
eventually,2858,4
experts,2859,4
expect,2860,4
events,2861,4
convicted,2862,4
seventh,2863,4
wardrobe,2864,4
promised,2865,4
rear,2866,4
complained,2867,4
sheldon,2868,4
summoned,2869,4
gentile,2870,4
stickney,2871,4
suggestion,2872,4
depression,2873,4
constituted,2874,4
medicine,2875,4
vincent,2876,4
favored,2877,4
theodore,2878,4
installed,2879,4
mass,2880,4
corporate,2881,4
clerical,2882,4
handsome,2883,4
hutchins,2884,4
intellectual,2885,4
wheel,2886,4
graduated,2887,4
offenses,2888,4
chapter,2889,4
experienced,2890,4
stolen,2891,4
insisted,2892,4
municipal,2893,4
european,2894,4
sells,2895,4
parole,2896,4
drove,2897,4
discrimination,2898,4
acceptance,2899,4
eastern,2900,4
